Famille,Type produit,Complément Produit,Pays,Région,Sous-Région,Signe de l'Origine,Origine,Mention,Nom,Complément étiquette / Cuvée,Etiquette,Classement / Appellation,Du Classement / Climat,Producteur / Embouteilleur,Couleur,Premier millésime,Dernier Millésime,Millésime(s) non produit(s),C10
VIN,VIN TRANQUILLE,ND,FRANCE,BORDEAUX,ND,AOC,COTES-DE-BOURG,CHATEAU,BUJAN,N°2,"CHATEAU BUJAN, N°2, COTES-DE-BOURG, ROUGE",ND,ND,SCEA DU CHATEAU BUJAN,ROUGE,ND,ND,ND,8879A0
VIN,VIN TRANQUILLE,ND,FRANCE,BORDEAUX,ND,AOC,COTES-DE-BOURG,CHATEAU,BUJAN,ND,"CHATEAU BUJAN, COTES-DE-BOURG, BLANC",ND,ND,SCEA DU CHATEAU BUJAN,BLANC,ND,ND,ND,8880A0
VIN,VIN TRANQUILLE,ND,FRANCE,BORDEAUX,ND,AOC,BORDEAUX,CHATEAU,CABLANC,ND,"CHATEAU CABLANC, BORDEAUX, ROUGE",ND,ND,SCEA DU CHATEAU CABLANC,ROUGE,ND,ND,ND,8881A0
VIN,VIN TRANQUILLE,ND,FRANCE,BORDEAUX,ND,AOC,BORDEAUX,CHATEAU,CABLANC,PRESTIGE,"CHATEAU CABLANC, PRESTIGE, BORDEAUX, ROUGE",ND,ND,SCEA DU CHATEAU CABLANC,ROUGE,ND,ND,ND,8882A0
VIN,VIN TRANQUILLE,ND,FRANCE,BORDEAUX,ND,AOC,BORDEAUX,CHATEAU,CABLANC,REVELATION,"CHATEAU CABLANC, REVELATION, BORDEAUX, ROUGE",ND,ND,SCEA DU CHATEAU CABLANC,ROUGE,ND,ND,ND,8883A0
VIN,VIN TRANQUILLE,ND,FRANCE,BORDEAUX,ND,AOC,BORDEAUX,CHATEAU,CABLANC,LE FRUIT,"CHATEAU CABLANC, LE FRUIT, BORDEAUX, ROUGE",ND,ND,SCEA DU CHATEAU CABLANC,ROUGE,ND,ND,ND,8884A0
VIN,VIN TRANQUILLE,ND,FRANCE,BORDEAUX,ND,AOC,BORDEAUX,ND,PLAISIR DE CABLANC,ND,"PLAISIR DE CABLANC, BORDEAUX, ROUGE",ND,ND,SCEA DU CHATEAU CABLANC,ROUGE,ND,ND,ND,8885A0
VIN,VIN TRANQUILLE,ND,FRANCE,BORDEAUX,ND,AOC,BORDEAUX,ND,PLAISIR DE CABLANC,ND,"PLAISIR DE CABLANC, BORDEAUX, ROSE",ND,ND,SCEA DU CHATEAU CABLANC,ROSE,ND,ND,ND,8886A0
VIN,VIN TRANQUILLE,ND,FRANCE,BORDEAUX,ND,AOC,BORDEAUX,ND,LA ROCHE DE BROUE,ND,"LA ROCHE DE BROUE, BORDEAUX, ROUGE",ND,ND,SCEA DU CHATEAU CABLANC,ROUGE,ND,ND,ND,8887A0
VIN,VIN TRANQUILLE,ND,FRANCE,BORDEAUX,ND,AOC,BORDEAUX,CHATEAU,CABLANC,LES MURAILLES,"CHATEAU CABLANC, LES MURAILLES, BORDEAUX, ROUGE",ND,ND,SCEA DU CHATEAU CABLANC,ROUGE,ND,ND,ND,8888A0
VIN,VIN TRANQUILLE,ND,FRANCE,BORDEAUX,ND,AOC,HAUT-MEDOC,CHATEAU,CANTEMERLE,ND,"CHATEAU CANTEMERLE, HAUT-MEDOC, ROUGE - CINQUIEME GRAND CRU CLASSE",CINQUIEME GRAND CRU CLASSE,1855,SCEA DU CHATEAU CANTEMERLE,ROUGE,ND,ND,ND,8889A0
VIN,VIN TRANQUILLE,ND,FRANCE,BORDEAUX,ND,AOC,HAUT-MEDOC,ND,LES ALLEES DE CANTEMERLE,ND,"LES ALLEES DE CANTEMERLE, HAUT-MEDOC, ROUGE - SECOND VIN",SECOND VIN,ND,SCEA DU CHATEAU CANTEMERLE,ROUGE,ND,ND,ND,8890A0
VIN,VIN TRANQUILLE,ND,FRANCE,BORDEAUX,ND,AOC,HAUT-MEDOC,ND,BARON VILLENEUVE DU CHATEAU CANTEMERLE,ND,"BARON VILLENEUVE DU CHATEAU CANTEMERLE, HAUT-MEDOC, ROUGE",ND,ND,SCEA DU CHATEAU CANTEMERLE,ROUGE,ND,ND,ND,8891A0
VIN,VIN TRANQUILLE,ND,FRANCE,BORDEAUX,ND,AOC,HAUT-MEDOC,ND,LES TROIS MOULINS DE CANTEMERLE,ND,"LES TROIS MOULINS DE CANTEMERLE, HAUT-MEDOC, ROUGE",ND,ND,SCEA DU CHATEAU CANTEMERLE,ROUGE,ND,ND,ND,8892A0
VIN,VIN TRANQUILLE,ND,FRANCE,BORDEAUX,ND,AOC,CADILLAC COTES DE BORDEAUX,CHATEAU,CARIGNAN,ND,"CHATEAU CARIGNAN, CADILLAC COTES DE BORDEAUX, ROUGE",ND,ND,SCEA DU CHATEAU CARIGNAN,ROUGE,ND,ND,ND,8893A0
VIN,VIN TRANQUILLE,ND,FRANCE,BORDEAUX,ND,AOC,CADILLAC COTES DE BORDEAUX,CHATEAU,CARIGNAN,PRIMA,"CHATEAU CARIGNAN, PRIMA, CADILLAC COTES DE BORDEAUX, ROUGE",ND,ND,SCEA DU CHATEAU CARIGNAN,ROUGE,ND,ND,ND,8894A0
VIN,VIN TRANQUILLE,ND,FRANCE,BORDEAUX,ND,AOC,BORDEAUX,ND,L'ORANGERIE DE CARIGNAN,ND,"L'ORANGERIE DE CARIGNAN, BORDEAUX, BLANC",ND,ND,SCEA DU CHATEAU CARIGNAN,BLANC,ND,ND,ND,8895A0
VIN,VIN TRANQUILLE,ND,FRANCE,BORDEAUX,ND,AOC,CADILLAC COTES DE BORDEAUX,ND,L'ORANGERIE DE CARIGNAN,ND,"L'ORANGERIE DE CARIGNAN, CADILLAC COTES DE BORDEAUX, ROUGE",ND,ND,SCEA DU CHATEAU CARIGNAN,ROUGE,ND,ND,ND,8896A0
VIN,VIN TRANQUILLE,ND,FRANCE,BORDEAUX,ND,AOC,BORDEAUX,ND,L'ORANGERIE DE CARIGNAN,ND,"L'ORANGERIE DE CARIGNAN, BORDEAUX, ROSE",ND,ND,SCEA DU CHATEAU CARIGNAN,ROSE,ND,ND,ND,8897A0
VIN,VIN TRANQUILLE,ND,FRANCE,BORDEAUX,ND,AOC,CADILLAC COTES DE BORDEAUX,CHATEAU,PECONNET,ND,"CHATEAU PECONNET, CADILLAC COTES DE BORDEAUX, BLANC",ND,ND,SCEA DU CHATEAU CARIGNAN,BLANC,ND,ND,ND,8898A0
VIN,VIN TRANQUILLE,ND,FRANCE,BORDEAUX,ND,AOC,BORDEAUX,CHATEAU,TALENCE,ND,"CHATEAU TALENCE, BORDEAUX, BLANC",ND,ND,SCEA DU CHATEAU CARIGNAN,BLANC,ND,ND,ND,8899A0
VIN,VIN TRANQUILLE,ND,FRANCE,BORDEAUX,ND,AOC,BLAYE COTES-DE-BORDEAUX,CHATEAU,CAZEAUX,ND,"CHATEAU CAZEAUX, BLAYE COTES-DE-BORDEAUX, ROUGE",ND,ND,SCEA DU CHATEAU CAZEAUX,ROUGE,ND,ND,ND,8900A0
VIN,VIN TRANQUILLE,ND,FRANCE,BORDEAUX,ND,AOC,PUISSEGUIN-SAINT-EMILION,CHATEAU,COTES DE MOUCHET,ND,"CHATEAU COTES DE MOUCHET, PUISSEGUIN-SAINT-EMILION, ROUGE",ND,ND,SC CHATEAU DU BRANDA,ROUGE,ND,ND,ND,8901A0
VIN,VIN TRANQUILLE,ND,FRANCE,BORDEAUX,ND,AOC,CASTILLON COTES-DE-BORDEAUX,CHATEAU,D'AIGUILHE,ND,"CHATEAU D'AIGUILHE, CASTILLON COTES-DE-BORDEAUX, ROUGE",ND,ND,SCEA DU CHATEAU D AIGUILHE,ROUGE,ND,ND,ND,8902A0
VIN,VIN TRANQUILLE,ND,FRANCE,BORDEAUX,ND,AOC,CASTILLON COTES-DE-BORDEAUX,ND,SEIGNEURS D'AIGUILHE,ND,"SEIGNEURS D'AIGUILHE, CASTILLON COTES-DE-BORDEAUX, ROUGE - SECOND VIN",SECOND VIN,ND,SCEA DU CHATEAU D AIGUILHE,ROUGE,ND,ND,ND,8903A0
VIN,VIN TRANQUILLE,ND,FRANCE,BORDEAUX,ND,AOC,BORDEAUX,ND,BLANC D'AIGUILHE,ND,"BLANC D'AIGUILHE, BORDEAUX, BLANC",ND,ND,SCEA DU CHATEAU D AIGUILHE,BLANC,ND,ND,ND,8904A0
VIN,VIN TRANQUILLE,ND,FRANCE,BORDEAUX,ND,AOC,CASTILLON COTES-DE-BORDEAUX,CHATEAU,LIDEYRE,ND,"CHATEAU LIDEYRE, CASTILLON COTES-DE-BORDEAUX, ROUGE",ND,ND,SCEA DU CHATEAU D AIGUILHE,ROUGE,ND,ND,ND,8905A0
VIN,VIN TRANQUILLE,ND,FRANCE,BORDEAUX,ND,AOC,CASTILLON COTES-DE-BORDEAUX,CHATEAU,FOURTANET,ND,"CHATEAU FOURTANET, CASTILLON COTES-DE-BORDEAUX, ROUGE",ND,ND,SCEA DU CHATEAU D AIGUILHE,ROUGE,ND,ND,ND,8906A0
VIN,VIN TRANQUILLE,ND,FRANCE,BORDEAUX,ND,AOC,CASTILLON COTES-DE-BORDEAUX,CHATEAU,ROCHER LIDEYRE,ND,"CHATEAU ROCHER LIDEYRE, CASTILLON COTES-DE-BORDEAUX, ROUGE",ND,ND,SCEA DU CHATEAU D AIGUILHE,ROUGE,ND,ND,ND,8907A0
VIN,VIN TRANQUILLE,ND,FRANCE,BORDEAUX,ND,AOC,MARGAUX,CHATEAU,ANGLUDET,ND,"CHATEAU ANGLUDET, MARGAUX, ROUGE",ND,ND,SCEA DU CHATEAU D ANGLUDET,ROUGE,ND,ND,ND,8908A0
VIN,VIN TRANQUILLE,ND,FRANCE,BORDEAUX,ND,AOC,MARGAUX,ND,RESERVE D'ANGLUDET,ND,"RESERVE D'ANGLUDET, MARGAUX, ROUGE - SECOND VIN",SECOND VIN,ND,SCEA DU CHATEAU D ANGLUDET,ROUGE,ND,ND,ND,8909A0
VIN,VIN TRANQUILLE,ND,FRANCE,BORDEAUX,ND,AOC,MEDOC,CHATEAU,ESCOT,ND,"CHATEAU ESCOT, MEDOC, ROUGE - CRU BOURGEOIS",CRU BOURGEOIS,CRUS BOURGEOIS DU MEDOC,SCEA DU CHATEAU D ESCOT,ROUGE,1932,2022,"2003-2009, 2013, 2014, ",8910A2
VIN,VIN TRANQUILLE,ND,FRANCE,BORDEAUX,ND,AOC,MEDOC,CHATEAU,ESCOT,ND,"CHATEAU ESCOT, MEDOC, ROUGE",ND,ND,SCEA DU CHATEAU D ESCOT,ROUGE,ND,2014,"1932-2002, 2010-2012",8910A1
VIN,VIN TRANQUILLE,ND,FRANCE,BORDEAUX,ND,AOC,MEDOC,CHATEAU,ESCOT,ND,"CHATEAU ESCOT, MEDOC, ROUGE - CRU BOURGEOIS SUPERIEUR",CRU BOURGEOIS SUPERIEUR,CRUS BOURGEOIS DU MEDOC,SCEA DU CHATEAU D ESCOT,ROUGE,2023,ND,ND,8910A0
VIN,VIN TRANQUILLE,ND,FRANCE,BORDEAUX,ND,AOC,MEDOC,CHATEAU,LE PRIVERA,ND,"CHATEAU LE PRIVERA, MEDOC, ROUGE",ND,ND,SCEA DU CHATEAU D ESCOT,ROUGE,ND,ND,ND,8911A0
VIN,VIN TRANQUILLE,ND,FRANCE,BORDEAUX,ND,AOC,POMEROL,CHATEAU,BEAUREGARD,ND,"CHATEAU BEAUREGARD, POMEROL, ROUGE",ND,ND,SCEA DU CHATEAU DE BEAUREGARD,ROUGE,ND,ND,ND,8912A0
VIN,VIN TRANQUILLE,ND,FRANCE,BORDEAUX,ND,AOC,POMEROL,CHATEAU,BENJAMIN DE BEAUREGARD,ND,"CHATEAU BENJAMIN DE BEAUREGARD, POMEROL, ROUGE - SECOND VIN",SECOND VIN,ND,SCEA DU CHATEAU DE BEAUREGARD,ROUGE,ND,ND,ND,8913A0
VIN,VIN TRANQUILLE,ND,FRANCE,BORDEAUX,ND,AOC,LALANDE-DE-POMEROL,CHATEAU,PAVILLON BEAUREGARD,ND,"CHATEAU PAVILLON BEAUREGARD, LALANDE-DE-POMEROL, ROUGE",ND,ND,SCEA DU CHATEAU DE BEAUREGARD,ROUGE,ND,ND,ND,8914A0
VIN,VIN TRANQUILLE,ND,FRANCE,BORDEAUX,ND,AOC,SAINT-EMILION GRAND CRU,CHATEAU,DE BECHAUD,ND,"CHATEAU DE BECHAUD, SAINT-EMILION GRAND CRU, ROUGE",ND,ND,SCEA DU CHATEAU DE BECHAUD,ROUGE,ND,ND,ND,8915A0
VIN,VIN TRANQUILLE,ND,FRANCE,BORDEAUX,ND,AOC,GRAVES,CHATEAU,CAMARSET,ND,"CHATEAU CAMARSET, GRAVES, ROUGE",ND,ND,SCEA DU CHATEAU DE CAMARSET,ROUGE,ND,ND,ND,8916A0
VIN,VIN TRANQUILLE,ND,FRANCE,BORDEAUX,ND,AOC,GRAVES,CHATEAU,CAMARSET,ND,"CHATEAU CAMARSET, GRAVES, BLANC",ND,ND,SCEA DU CHATEAU DE CAMARSET,BLANC,ND,ND,ND,8917A0
VIN,VIN TRANQUILLE,ND,FRANCE,BORDEAUX,ND,AOC,SAINT-EMILION GRAND CRU,CHATEAU,CROIX DE LABRIE,ND,"CHATEAU CROIX DE LABRIE, SAINT-EMILION GRAND CRU, ROUGE",ND,ND,SCEA DU CHATEAU DE CROIX DE LABRIE,ROUGE,ND,2021,ND,8918A1
VIN,VIN TRANQUILLE,ND,FRANCE,BORDEAUX,ND,AOC,SAINT-EMILION GRAND CRU,CHATEAU,CROIX DE LABRIE,ND,"CHATEAU CROIX DE LABRIE, SAINT-EMILION GRAND CRU, ROUGE - GRAND CRU CLASSE",GRAND CRU CLASSE,CRUS DE SAINT-EMILION,SCEA DU CHATEAU DE CROIX DE LABRIE,ROUGE,2022,ND,ND,8918A0
VIN,VIN TRANQUILLE,ND,FRANCE,BORDEAUX,ND,AOC,SAINT-EMILION GRAND CRU,ND,CHAPELLE DE LABRIE,ND,"CHAPELLE DE LABRIE, SAINT-EMILION GRAND CRU, ROUGE - SECOND VIN",SECOND VIN,ND,SCEA DU CHATEAU DE CROIX DE LABRIE,ROUGE,ND,ND,ND,8919A0
VIN,VIN TRANQUILLE,ND,FRANCE,BORDEAUX,ND,AOC,SAUTERNES,CHATEAU,DE FARGUES,ND,"CHATEAU DE FARGUES, SAUTERNES, BLANC",ND,ND,SCEA DU CHATEAU DE FARGUES,BLANC,ND,ND,ND,8920A0
VIN,VIN TRANQUILLE,ND,FRANCE,BORDEAUX,ND,AOC,BORDEAUX,ND,GUILHEM DE FARGUES,ND,"GUILHEM DE FARGUES, BORDEAUX, BLANC",ND,ND,SCEA DU CHATEAU DE FARGUES,BLANC,ND,ND,ND,8921A0
VIN,VIN TRANQUILLE,ND,FRANCE,BORDEAUX,ND,AOC,LUSSAC SAINT-EMILION,CHATEAU,DE CAMINADE,ND,"CHATEAU DE CAMINADE, LUSSAC SAINT-EMILION, ROUGE",ND,ND,SCEA DU CHATEAU DE LUSSAC,ROUGE,ND,ND,ND,8922A0
VIN,VIN TRANQUILLE,ND,FRANCE,BORDEAUX,ND,AOC,LUSSAC SAINT-EMILION,CHATEAU,DE LUSSAC,ND,"CHATEAU DE LUSSAC, LUSSAC SAINT-EMILION, ROUGE",ND,ND,SCEA DU CHATEAU DE LUSSAC,ROUGE,ND,ND,ND,8923A0
VIN,VIN TRANQUILLE,ND,FRANCE,BORDEAUX,ND,AOC,BORDEAUX,CHATEAU,DE LUSSAC,LE BLANC,"CHATEAU DE LUSSAC, LE BLANC, BORDEAUX, BLANC",ND,ND,SCEA DU CHATEAU DE LUSSAC,BLANC,ND,ND,ND,8924A0
VIN,VIN TRANQUILLE,ND,FRANCE,BORDEAUX,ND,AOC,LALANDE-DE-POMEROL,CHATEAU,DES MOINES,ND,"CHATEAU DES MOINES, LALANDE-DE-POMEROL, ROUGE",ND,ND,SCEA DU CHATEAU DES MOINES,ROUGE,ND,ND,ND,8925A0
VIN,VIN TRANQUILLE,ND,FRANCE,BORDEAUX,ND,AOC,LALANDE-DE-POMEROL,CHATEAU,LA CROIX DE PERRON,ND,"CHATEAU LA CROIX DE PERRON, LALANDE-DE-POMEROL, ROUGE",ND,ND,SCEA DU CHATEAU DES MOINES,ROUGE,ND,ND,ND,8926A0
VIN,VIN TRANQUILLE,ND,FRANCE,BORDEAUX,ND,AOC,CADILLAC COTES DE BORDEAUX,DOMAINE,DU SEUIL,ND,"DOMAINE DU SEUIL, CADILLAC COTES DE BORDEAUX, BLANC",ND,ND,SCEA DU CHATEAU DU SEUIL,BLANC,ND,ND,ND,8927A0
VIN,VIN TRANQUILLE,ND,FRANCE,BORDEAUX,ND,AOC,GRAVES,CHATEAU,DU SEUIL,ND,"CHATEAU DU SEUIL, GRAVES, ROUGE",ND,ND,SCEA DU CHATEAU DU SEUIL,ROUGE,ND,ND,ND,8928A0
VIN,VIN TRANQUILLE,ND,FRANCE,BORDEAUX,ND,AOC,GRAVES,CHATEAU,L'AVOCAT,ND,"CHATEAU L'AVOCAT, GRAVES, ROUGE",ND,ND,SCEA DU CHATEAU DU SEUIL,ROUGE,ND,ND,ND,8929A0
VIN,VIN TRANQUILLE,ND,FRANCE,BORDEAUX,ND,AOC,COTES-DE-BOURG,CHATEAU,DUPEYRAT PLOUGET,ND,"CHATEAU DUPEYRAT PLOUGET, COTES-DE-BOURG, ROUGE",ND,ND,SCEA DU CHATEAU DUPEYRAT PLOUGET,ROUGE,ND,ND,ND,8930A0
VIN,VIN TRANQUILLE,ND,FRANCE,BORDEAUX,ND,AOC,SAUTERNES,CHATEAU,FILHOT,ND,"CHATEAU FILHOT, SAUTERNES, BLANC - DEUXIEME GRAND CRU CLASSE",DEUXIEME GRAND CRU CLASSE,1855,SCEA DU CHATEAU FILHOT,BLANC,ND,ND,ND,8931A0
VIN,VIN TRANQUILLE,ND,FRANCE,BORDEAUX,ND,AOC,SAUTERNES,CHATEAU,PINEAU DU REY,ND,"CHATEAU PINEAU DU REY, SAUTERNES, BLANC",ND,ND,SCEA DU CHATEAU FILHOT,BLANC,ND,ND,ND,8932A0
VIN,VIN TRANQUILLE,ND,FRANCE,BORDEAUX,ND,AOC,SAINT-EMILION GRAND CRU,CHATEAU,FLEUR BADON,ND,"CHATEAU FLEUR BADON, SAINT-EMILION GRAND CRU, ROUGE",ND,ND,SCEA DU CHATEAU FLEUR BADON,ROUGE,ND,ND,ND,8933A0
VIN,VIN TRANQUILLE,ND,FRANCE,BORDEAUX,ND,AOC,SAINT-EMILION GRAND CRU,CHATEAU,COMTE DES CORDES,ND,"CHATEAU COMTE DES CORDES, SAINT-EMILION GRAND CRU, ROUGE",ND,ND,SCEA DU CHATEAU FONRAZADE,ROUGE,ND,ND,ND,8934A0
VIN,VIN TRANQUILLE,ND,FRANCE,BORDEAUX,ND,AOC,SAINT-EMILION GRAND CRU,CHATEAU,FONRAZADE,ND,"CHATEAU FONRAZADE, SAINT-EMILION GRAND CRU, ROUGE",ND,ND,SCEA DU CHATEAU FONRAZADE,ROUGE,ND,ND,ND,8935A0
VIN,VIN TRANQUILLE,ND,FRANCE,BORDEAUX,ND,AOC,BORDEAUX SUPERIEUR,CHATEAU,AU GRILLON,ND,"CHATEAU AU GRILLON, BORDEAUX SUPERIEUR, ROUGE",ND,ND,SCEA DU CHATEAU FONT MERLET,ROUGE,ND,ND,ND,8936A0
VIN,VIN TRANQUILLE,ND,FRANCE,BORDEAUX,ND,AOC,BORDEAUX SUPERIEUR,CHATEAU,FONT MERLET,ND,"CHATEAU FONT MERLET, BORDEAUX SUPERIEUR, ROUGE",ND,ND,SCEA DU CHATEAU FONT MERLET,ROUGE,ND,ND,ND,8937A0
VIN,VIN TRANQUILLE,ND,FRANCE,BORDEAUX,ND,AOC,BORDEAUX,CHATEAU,BELLEVUE LANÇON,ND,"CHATEAU BELLEVUE LANÇON, BORDEAUX, ROUGE",ND,ND,SCEA DU CHATEAU FRANC BIGAROUX,ROUGE,ND,ND,ND,8938A0
VIN,VIN TRANQUILLE,ND,FRANCE,BORDEAUX,ND,AOC,BORDEAUX,CHATEAU,BELLEVUE LANÇON,PRESTIGE,"CHATEAU BELLEVUE LANÇON, PRESTIGE, BORDEAUX, ROUGE",ND,ND,SCEA DU CHATEAU FRANC BIGAROUX,ROUGE,ND,ND,ND,8939A0
VIN,VIN TRANQUILLE,ND,FRANCE,BORDEAUX,ND,AOC,BORDEAUX,CHATEAU,BELLEVUE LANÇON,LE CHATEAU DE MA MERE,"CHATEAU BELLEVUE LANÇON, LE CHATEAU DE MA MERE, BORDEAUX, BLANC",ND,ND,SCEA DU CHATEAU FRANC BIGAROUX,BLANC,ND,ND,ND,8940A0
VIN,VIN TRANQUILLE,ND,FRANCE,BORDEAUX,ND,AOC,BORDEAUX,CHATEAU,BELLEVUE LANÇON,LE CHATEAU DE MA MERE,"CHATEAU BELLEVUE LANÇON, LE CHATEAU DE MA MERE, BORDEAUX, ROSE",ND,ND,SCEA DU CHATEAU FRANC BIGAROUX,ROSE,ND,ND,ND,8941A0
VIN,VIN TRANQUILLE,ND,FRANCE,BORDEAUX,ND,AOC,SAINT-EMILION GRAND CRU,CHATEAU,FRANC BIGAROUX,ND,"CHATEAU FRANC BIGAROUX, SAINT-EMILION GRAND CRU, ROUGE",ND,ND,SCEA DU CHATEAU FRANC BIGAROUX,ROUGE,ND,ND,ND,8942A0
VIN,VIN TRANQUILLE,ND,FRANCE,BORDEAUX,ND,AOC,SAINT-EMILION GRAND CRU,CHATEAU,LA FLEUR BIGAROUX,ND,"CHATEAU LA FLEUR BIGAROUX, SAINT-EMILION GRAND CRU, ROUGE",ND,ND,SCEA DU CHATEAU FRANC BIGAROUX,ROUGE,ND,ND,ND,8943A0
VIN,VIN TRANQUILLE,ND,FRANCE,BORDEAUX,ND,AOC,MEDOC,CHATEAU,GRAND MARCEAUX,ND,"CHATEAU GRAND MARCEAUX, MEDOC, ROUGE",ND,ND,SCEA DU CHATEAU FRANC BIGAROUX,ROUGE,ND,ND,ND,8944A0
VIN,VIN TRANQUILLE,ND,FRANCE,BORDEAUX,ND,AOC,GRAVES,CHATEAU,PELLOT,ND,"CHATEAU PELLOT, GRAVES, BLANC",ND,ND,SCEA DU CHATEAU FRANC BIGAROUX,BLANC,ND,ND,ND,8945A0
VIN,VIN TRANQUILLE,ND,FRANCE,BORDEAUX,ND,AOC,PAUILLAC,CHATEAU,GAUDIN,CUVEE COLLECTION,"CHATEAU GAUDIN, CUVEE COLLECTION, PAUILLAC, ROUGE",ND,ND,SCEA DU CHATEAU GAUDIN,ROUGE,ND,ND,ND,8946A0
VIN,VIN TRANQUILLE,ND,FRANCE,BORDEAUX,ND,AOC,PAUILLAC,CHATEAU,GAUDIN,RESERVE,"CHATEAU GAUDIN, RESERVE, PAUILLAC, ROUGE",ND,ND,SCEA DU CHATEAU GAUDIN,ROUGE,ND,ND,ND,8947A0
VIN,VIN TRANQUILLE,ND,FRANCE,BORDEAUX,ND,AOC,PAUILLAC,CHATEAU,TASTIN,ND,"CHATEAU TASTIN, PAUILLAC, ROUGE",ND,ND,SCEA DU CHATEAU GAUDIN,ROUGE,ND,ND,ND,8948A0
VIN,VIN TRANQUILLE,ND,FRANCE,BORDEAUX,ND,AOC,SAINT-EMILION,CHATEAU,GERBAUD,ND,"CHATEAU GERBAUD, SAINT-EMILION, ROUGE",ND,ND,SCEA DU CHATEAU GERBAUD,ROUGE,ND,ND,ND,8949A0
VIN,VIN TRANQUILLE,ND,FRANCE,BORDEAUX,ND,AOC,SAINT-EMILION,CLOS,GERBAUD,ND,"CLOS GERBAUD, SAINT-EMILION, ROUGE",ND,ND,SCEA DU CHATEAU GERBAUD,ROUGE,ND,ND,ND,8950A0
VIN,VIN TRANQUILLE,ND,FRANCE,BORDEAUX,ND,AOC,SAINT-EMILION GRAND CRU,CHATEAU,GRANGEY,ND,"CHATEAU GRANGEY, SAINT-EMILION GRAND CRU, ROUGE",ND,ND,SCEA DU CHATEAU GRANGEY,ROUGE,ND,ND,ND,8951A0
VIN,VIN TRANQUILLE,ND,FRANCE,BORDEAUX,ND,AOC,BARSAC,CHATEAU,GRILLON,ND,"CHATEAU GRILLON, BARSAC, BLANC",ND,ND,SCEA DU CHATEAU GRILLON,BLANC,ND,ND,ND,8952A0
VIN,VIN TRANQUILLE,ND,FRANCE,BORDEAUX,ND,AOC,SAINT-EMILION,CHATEAU,GUILLEMOT,ND,"CHATEAU GUILLEMOT, SAINT-EMILION, ROUGE",ND,ND,SCEA DU CHATEAU GUILLEMOT,ROUGE,ND,ND,ND,8953A0
VIN,VIN TRANQUILLE,ND,FRANCE,BORDEAUX,ND,AOC,SAINT-EMILION,CHATEAU,LES REMPARTS,ND,"CHATEAU LES REMPARTS, SAINT-EMILION, ROUGE",ND,ND,SCEA DU CHATEAU GUILLEMOT,ROUGE,ND,ND,ND,8954A0
VIN,VIN TRANQUILLE,ND,FRANCE,BORDEAUX,ND,AOC,GRAVES,CLOS,DES PINS,ND,"CLOS DES PINS, GRAVES, ROUGE",ND,ND,SCEA DU CHATEAU HAUT-BERGERON,ROUGE,ND,ND,ND,8955A0
VIN,VIN TRANQUILLE,ND,FRANCE,BORDEAUX,ND,AOC,GRAVES,CLOS,DES PINS,ND,"CLOS DES PINS, GRAVES, BLANC",ND,ND,SCEA DU CHATEAU HAUT-BERGERON,BLANC,ND,ND,ND,8956A0
VIN,VIN TRANQUILLE,ND,FRANCE,BORDEAUX,ND,AOC,BARSAC,CHATEAU,FARLURET,ND,"CHATEAU FARLURET, BARSAC, BLANC",ND,ND,SCEA DU CHATEAU HAUT-BERGERON,BLANC,ND,ND,ND,8957A0
VIN,VIN TRANQUILLE,ND,FRANCE,BORDEAUX,ND,AOC,SAUTERNES,CHATEAU,FONTEBRIDE,ND,"CHATEAU FONTEBRIDE, SAUTERNES, BLANC",ND,ND,SCEA DU CHATEAU HAUT-BERGERON,BLANC,ND,ND,ND,8958A0
VIN,VIN TRANQUILLE,ND,FRANCE,BORDEAUX,ND,AOC,SAUTERNES,CHATEAU,GRAND-JAUGA,ND,"CHATEAU GRAND-JAUGA, SAUTERNES, BLANC",ND,ND,SCEA DU CHATEAU HAUT-BERGERON,BLANC,ND,ND,ND,8959A0
VIN,VIN TRANQUILLE,ND,FRANCE,BORDEAUX,ND,AOC,SAUTERNES,CHATEAU,HAUT BERGERON,CUVEE SPECIALE,"CHATEAU HAUT BERGERON, CUVEE SPECIALE, SAUTERNES, BLANC",ND,ND,SCEA DU CHATEAU HAUT-BERGERON,BLANC,ND,ND,ND,8960A0
VIN,VIN TRANQUILLE,ND,FRANCE,BORDEAUX,ND,AOC,SAUTERNES,CHATEAU,HAUT BERGERON,ND,"CHATEAU HAUT BERGERON, SAUTERNES, BLANC",ND,ND,SCEA DU CHATEAU HAUT-BERGERON,BLANC,ND,ND,ND,8961A0
VIN,VIN TRANQUILLE,ND,FRANCE,BORDEAUX,ND,AOC,SAUTERNES,ND,L'ILOT DE HAUT BERGERON,ND,"L'ILOT DE HAUT BERGERON, SAUTERNES, BLANC",ND,ND,SCEA DU CHATEAU HAUT-BERGERON,BLANC,ND,ND,ND,8962A0
VIN,VIN TRANQUILLE,ND,FRANCE,BORDEAUX,ND,AOC,GRAVES,CHATEAU,LA FLEUR DES PINS,ND,"CHATEAU LA FLEUR DES PINS, GRAVES, ROUGE",ND,ND,SCEA DU CHATEAU HAUT-BERGERON,ROUGE,ND,ND,ND,8963A0
