Famille,Type produit,Complément Produit,Pays,Région,Sous-Région,Signe de l'Origine,Origine,Mention,Nom,Complément étiquette / Cuvée,Etiquette,Classement / Appellation,Du Classement / Climat,Producteur / Embouteilleur,Couleur,Premier millésime,Dernier Millésime,Millésime(s) non produit(s),C10
VIN,VIN TRANQUILLE,ND,FRANCE,BORDEAUX,ND,AOC,BORDEAUX SUPERIEUR,CHATEAU,ROC DU BARRAIL,ND,"CHATEAU ROC DU BARRAIL, BORDEAUX SUPERIEUR, ROUGE",ND,ND,EARL VIGNOBLES SIOZARD,ROUGE,ND,ND,ND,1111A0
VIN,VIN TRANQUILLE,ND,FRANCE,BORDEAUX,ND,AOC,GRAVES,CHATEAU,DE CALLAC,CUVEE PRESTIGE,"CHATEAU DE CALLAC, CUVEE PRESTIGE, GRAVES, ROUGE",ND,ND,SARL CALLAC MG,ROUGE,ND,ND,ND,1112A0
VIN,VIN TRANQUILLE,ND,FRANCE,BORDEAUX,ND,AOC,GRAVES,CHATEAU,DE CALLAC,SG,"CHATEAU DE CALLAC, SG, GRAVES, BLANC",ND,ND,SARL CALLAC MG,BLANC,ND,ND,ND,1113A0
VIN,VIN TRANQUILLE,ND,FRANCE,BORDEAUX,ND,AOC,GRAVES,CHATEAU,BEL AIR GALLIER,ND,"CHATEAU BEL AIR GALLIER, GRAVES, ROUGE",ND,ND,SARL CALLAC MG,ROUGE,ND,ND,ND,1114A0
VIN,VIN TRANQUILLE,ND,FRANCE,BORDEAUX,ND,AOC,GRAVES,CHATEAU,BEL AIR GALLIER,ND,"CHATEAU BEL AIR GALLIER, GRAVES, BLANC",ND,ND,SARL CALLAC MG,BLANC,ND,ND,ND,1115A0
VIN,VIN TRANQUILLE,ND,FRANCE,BORDEAUX,ND,AOC,GRAVES,CHATEAU,DE CALLAC,ND,"CHATEAU DE CALLAC, GRAVES, ROUGE",ND,ND,SARL CALLAC MG,ROUGE,ND,ND,ND,1116A0
VIN,VIN TRANQUILLE,ND,FRANCE,BORDEAUX,ND,AOC,GRAVES,CHATEAU,DE CALLAC,ND,"CHATEAU DE CALLAC, GRAVES, BLANC",ND,ND,SARL CALLAC MG,BLANC,ND,ND,ND,1117A0
VIN,VIN TRANQUILLE,ND,FRANCE,BORDEAUX,ND,AOP,BORDEAUX,CHATEAU,ANSERIS,BLANC DE NOIR,"CHATEAU ANSERIS, BLANC DE NOIR, BORDEAUX, BLANC",ND,ND,SARL CAMINADE ET FILS,BLANC,ND,ND,ND,1118A0
VIN,VIN TRANQUILLE,ND,FRANCE,BORDEAUX,ND,AOC,BORDEAUX,CHATEAU,HAUT CARDONNET,CUVEE PRESTIGE,"CHATEAU HAUT CARDONNET, CUVEE PRESTIGE, BORDEAUX, ROUGE",ND,ND,SARL CAMINADE ET FILS,ROUGE,ND,ND,ND,1119A0
VIN,VIN TRANQUILLE,ND,FRANCE,BORDEAUX,ND,AOC,BORDEAUX,CHATEAU,CAMINADE HAUT GUERIN,CUVEE TENTATION MERLOT,"CHATEAU CAMINADE HAUT GUERIN, CUVEE TENTATION MERLOT, BORDEAUX, ROUGE",ND,ND,SARL CAMINADE ET FILS,ROUGE,ND,ND,ND,1120A0
VIN,VIN TRANQUILLE,ND,FRANCE,BORDEAUX,ND,AOC,BORDEAUX,CHATEAU,CAMINADE HAUT GUERIN,ELEVE EN FUT DE CHENE,"CHATEAU CAMINADE HAUT GUERIN, ELEVE EN FUT DE CHENE, BORDEAUX, ROUGE",ND,ND,SARL CAMINADE ET FILS,ROUGE,ND,ND,ND,1121A0
VIN,VIN TRANQUILLE,ND,FRANCE,BORDEAUX,ND,AOC,BORDEAUX,CHATEAU,HAUT CARDONNET,FLEUR DE VITRAC CUVEE PRESTIGE,"CHATEAU HAUT CARDONNET, FLEUR DE VITRAC CUVEE PRESTIGE, BORDEAUX, ROUGE",ND,ND,SARL CAMINADE ET FILS,ROUGE,ND,ND,ND,1122A0
VIN,VIN TRANQUILLE,ND,FRANCE,BORDEAUX,ND,AOC,BORDEAUX,CHATEAU,HAUT CARDONNET,HERITAGE,"CHATEAU HAUT CARDONNET, HERITAGE, BORDEAUX, ROUGE",ND,ND,SARL CAMINADE ET FILS,ROUGE,ND,ND,ND,1123A0
VIN,VIN TRANQUILLE,ND,FRANCE,BORDEAUX,ND,AOC,BORDEAUX,CHATEAU,CAMINADE HAUT GUERIN,ND,"CHATEAU CAMINADE HAUT GUERIN, BORDEAUX, ROUGE",ND,ND,SARL CAMINADE ET FILS,ROUGE,ND,ND,ND,1124A0
VIN,VIN TRANQUILLE,ND,FRANCE,BORDEAUX,ND,AOC,BORDEAUX,CHATEAU,CAMINADE HAUT GUERIN,ND,"CHATEAU CAMINADE HAUT GUERIN, BORDEAUX, ROSE",ND,ND,SARL CAMINADE ET FILS,ROSE,ND,ND,ND,1125A0
VIN,VIN TRANQUILLE,CLAIRET,FRANCE,BORDEAUX,ND,AOC,BORDEAUX CLAIRET,CHATEAU,CAMINADE HAUT GUERIN,ND,"CHATEAU CAMINADE HAUT GUERIN, BORDEAUX CLAIRET, ROUGE",ND,ND,SARL CAMINADE ET FILS,ROUGE,ND,ND,ND,1126A0
VIN,VIN TRANQUILLE,ND,FRANCE,BORDEAUX,ND,AOC,BORDEAUX,CHATEAU,CAMINADE HAUT GUERIN,ND,"CHATEAU CAMINADE HAUT GUERIN, BORDEAUX, BLANC",ND,ND,SARL CAMINADE ET FILS,BLANC,ND,ND,ND,1127A0
VIN,VIN TRANQUILLE,ND,FRANCE,BORDEAUX,ND,AOC,BORDEAUX,ND,ESPERANZA,ND,"ESPERANZA, BORDEAUX, ROUGE",ND,ND,SARL CAMINADE ET FILS,ROUGE,ND,ND,ND,1128A0
VIN,VIN TRANQUILLE,ND,FRANCE,BORDEAUX,ND,AOC,BORDEAUX,CHATEAU,HAUT CARDONNET,ND,"CHATEAU HAUT CARDONNET, BORDEAUX, ROUGE",ND,ND,SARL CAMINADE ET FILS,ROUGE,ND,ND,ND,1129A0
VIN,VIN TRANQUILLE,ND,FRANCE,BORDEAUX,ND,AOP,BORDEAUX,CHATEAU,ANSERIS,ND,"CHATEAU ANSERIS, BORDEAUX, ROUGE",ND,ND,SARL CAMINADE ET FILS,ROUGE,ND,ND,ND,1130A0
VIN,VIN TRANQUILLE,ND,FRANCE,BORDEAUX,ND,AOC,SAINT-EMILION,CHATEAU,HAUT LAVALLADE,ND,"CHATEAU HAUT LAVALLADE, SAINT-EMILION, ROUGE",ND,ND,SARL CHAGNEAU JPMD,ROUGE,ND,ND,ND,1131A0
VIN,VIN TRANQUILLE,ND,FRANCE,BORDEAUX,ND,AOC,LALANDE-DE-POMEROL,CHATEAU,FOUGEAILLES,ND,"CHATEAU FOUGEAILLES, LALANDE-DE-POMEROL, ROUGE",ND,ND,SARL CHARLES ESTAGER ET FILS,ROUGE,ND,ND,ND,1132A0
VIN,VIN TRANQUILLE,ND,FRANCE,BORDEAUX,ND,AOC,POMEROL,CHATEAU,LA FLEUR GRANGENEUVE,ND,"CHATEAU LA FLEUR GRANGENEUVE, POMEROL, ROUGE",ND,ND,SARL CHARLES ESTAGER ET FILS,ROUGE,ND,ND,ND,1133A0
VIN,VIN TRANQUILLE,ND,FRANCE,BORDEAUX,ND,AOC,MONTAGNE-SAINT-EMILION,CHATEAU,LA PAPETERIE,ND,"CHATEAU LA PAPETERIE, MONTAGNE-SAINT-EMILION, ROUGE",ND,ND,SARL CHARLES ESTAGER ET FILS,ROUGE,ND,ND,ND,1134A0
VIN,VIN TRANQUILLE,CLAIRET,FRANCE,BORDEAUX,ND,AOC,BORDEAUX CLAIRET,CHATEAU,ALTIMAR,NOCTIS,"CHATEAU ALTIMAR, NOCTIS, BORDEAUX CLAIRET, ROUGE",ND,ND,SARL CHATEAU ALTIMAR,ROUGE,ND,ND,ND,1135A0
VIN,VIN TRANQUILLE,ND,FRANCE,BORDEAUX,ND,AOC,BORDEAUX,CHATEAU,ALTIMAR,PRIMA LUCE,"CHATEAU ALTIMAR, PRIMA LUCE, BORDEAUX, ROSE",ND,ND,SARL CHATEAU ALTIMAR,ROSE,ND,ND,ND,1136A0
VIN,VIN TRANQUILLE,ND,FRANCE,BORDEAUX,ND,AOC,SAINT-EMILION,CHATEAU,ALTIMAR,PUY VERSANNES,"CHATEAU ALTIMAR, PUY VERSANNES, SAINT-EMILION, ROUGE",ND,ND,SARL CHATEAU ALTIMAR,ROUGE,ND,ND,ND,1137A0
VIN,VIN TRANQUILLE,ND,FRANCE,BORDEAUX,ND,AOC,LALANDE-DE-POMEROL,CHATEAU,ALTIMAR,SOLEMNIS,"CHATEAU ALTIMAR, SOLEMNIS, LALANDE-DE-POMEROL, ROUGE",ND,ND,SARL CHATEAU ALTIMAR,ROUGE,ND,ND,ND,1138A0
VIN,VIN TRANQUILLE,ND,FRANCE,BORDEAUX,ND,AOC,BORDEAUX,CHATEAU,ALTIMAR,SOLSTICE,"CHATEAU ALTIMAR, SOLSTICE, BORDEAUX, ROUGE",ND,ND,SARL CHATEAU ALTIMAR,ROUGE,ND,ND,ND,1139A0
VIN,VIN TRANQUILLE,ND,FRANCE,BORDEAUX,ND,AOC,LALANDE-DE-POMEROL,CHATEAU,ALTIMAR,ND,"CHATEAU ALTIMAR, LALANDE-DE-POMEROL, ROUGE",ND,ND,SARL CHATEAU ALTIMAR,ROUGE,ND,ND,ND,1140A0
VIN,VIN TRANQUILLE,ND,FRANCE,BORDEAUX,ND,AOC,LALANDE-DE-POMEROL,CHATEAU,HAUT CHATAIN,ND,"CHATEAU HAUT CHATAIN, LALANDE-DE-POMEROL, ROUGE",ND,ND,SARL CHATEAU ALTIMAR,ROUGE,ND,ND,ND,1141A0
VIN,VIN TRANQUILLE,ND,FRANCE,BORDEAUX,ND,AOC,LALANDE-DE-POMEROL,CHATEAU,LA ROSE CHATAIN,ND,"CHATEAU LA ROSE CHATAIN, LALANDE-DE-POMEROL, ROUGE - SECOND VIN",SECOND VIN,ND,SARL CHATEAU ALTIMAR,ROUGE,ND,ND,ND,1142A0
VIN,VIN TRANQUILLE,ND,FRANCE,BORDEAUX,ND,AOC,MONTAGNE-SAINT-EMILION,CHATEAU,LACOSTE CHATAIN,ND,"CHATEAU LACOSTE CHATAIN, MONTAGNE-SAINT-EMILION, ROUGE",ND,ND,SARL CHATEAU ALTIMAR,ROUGE,ND,ND,ND,1143A0
VIN,VIN TRANQUILLE,ND,FRANCE,BORDEAUX,ND,AOC,SAINT-EMILION,CHATEAU,PUY MARZELLE,ND,"CHATEAU PUY MARZELLE, SAINT-EMILION, ROUGE",ND,ND,SARL CHATEAU ALTIMAR,ROUGE,ND,ND,ND,1144A0
VIN,VIN TRANQUILLE,ND,FRANCE,BORDEAUX,ND,AOC,MONTAGNE-SAINT-EMILION,CHATEAU,BEAUSEJOUR,1901,"CHATEAU BEAUSEJOUR, 1901, MONTAGNE-SAINT-EMILION, ROUGE",ND,ND,SARL CHATEAU BEAUSEJOUR,ROUGE,ND,ND,ND,1145A0
VIN,VIN TRANQUILLE,ND,FRANCE,BORDEAUX,ND,AOC,BORDEAUX,CHATEAU,BEAUSEJOUR,EMOTION,"CHATEAU BEAUSEJOUR, EMOTION, BORDEAUX, ROUGE",ND,ND,SARL CHATEAU BEAUSEJOUR,ROUGE,ND,ND,ND,1146A0
VIN,VIN TRANQUILLE,ND,FRANCE,BORDEAUX,ND,AOC,MONTAGNE-SAINT-EMILION,CHATEAU,BEAUSEJOUR,HABIT NOIR,"CHATEAU BEAUSEJOUR, HABIT NOIR, MONTAGNE-SAINT-EMILION, ROUGE",ND,ND,SARL CHATEAU BEAUSEJOUR,ROUGE,ND,ND,ND,1147A0
VIN,VIN TRANQUILLE,ND,FRANCE,BORDEAUX,ND,AOC,MONTAGNE-SAINT-EMILION,CHATEAU,BEAUSEJOUR,LE CHARME,"CHATEAU BEAUSEJOUR, LE CHARME, MONTAGNE-SAINT-EMILION, ROUGE",ND,ND,SARL CHATEAU BEAUSEJOUR,ROUGE,ND,ND,ND,1148A0
VIN,VIN TRANQUILLE,ND,FRANCE,BORDEAUX,ND,AOC,MONTAGNE-SAINT-EMILION,CHATEAU,BEAUSEJOUR,PENTIMENTO,"CHATEAU BEAUSEJOUR, PENTIMENTO, MONTAGNE-SAINT-EMILION, ROUGE",ND,ND,SARL CHATEAU BEAUSEJOUR,ROUGE,ND,ND,ND,1149A0
VIN,VIN TRANQUILLE,ND,FRANCE,BORDEAUX,ND,AOC,MONTAGNE-SAINT-EMILION,CHATEAU,BEAUSEJOUR,ND,"CHATEAU BEAUSEJOUR, MONTAGNE-SAINT-EMILION, ROUGE",ND,ND,SARL CHATEAU BEAUSEJOUR,ROUGE,ND,ND,ND,1150A0
VIN,VIN TRANQUILLE,ND,FRANCE,BORDEAUX,ND,AOC,MONTAGNE-SAINT-EMILION,CHATEAU,LA PETITE ROBE POIVREE,ND,"CHATEAU LA PETITE ROBE POIVREE, MONTAGNE-SAINT-EMILION, ROUGE",ND,ND,SARL CHATEAU BEAUSEJOUR,ROUGE,ND,ND,ND,1151A0
VIN,VIN TRANQUILLE,ND,FRANCE,BORDEAUX,ND,AOC,MONTAGNE-SAINT-EMILION,ND,PLEIADE,ND,"PLEIADE, MONTAGNE-SAINT-EMILION, ROUGE",ND,ND,SARL CHATEAU BEAUSEJOUR,ROUGE,ND,ND,ND,1152A0
VIN,VIN TRANQUILLE,ND,FRANCE,BORDEAUX,ND,AOC,BORDEAUX SUPERIEUR,CHATEAU,BOIS NOIR,ND,"CHATEAU BOIS NOIR, BORDEAUX SUPERIEUR, ROUGE",ND,ND,SARL CHATEAU BOIS NOIR,ROUGE,ND,ND,ND,1153A0
VIN,VIN TRANQUILLE,ND,FRANCE,BORDEAUX,ND,AOC,BORDEAUX,CHATEAU,BOIS NOIR,ND,"CHATEAU BOIS NOIR, BORDEAUX, ROSE",ND,ND,SARL CHATEAU BOIS NOIR,ROSE,ND,ND,ND,1154A0
VIN,VIN TRANQUILLE,ND,FRANCE,BORDEAUX,ND,AOC,BLAYE COTES-DE-BORDEAUX,CHATEAU,LA BRAULTERIE DE PEYRAUD,CUVEE DES DAVID,"CHATEAU LA BRAULTERIE DE PEYRAUD, CUVEE DES DAVID, BLAYE COTES-DE-BORDEAUX, ROUGE",ND,ND,SARL CHATEAU BRAULTERIE MORISSET,ROUGE,ND,ND,ND,1155A0
VIN,VIN TRANQUILLE,ND,FRANCE,BORDEAUX,ND,AOC,BLAYE COTES-DE-BORDEAUX,CHATEAU,LA BRAULTERIE DE PEYRAUD,CUVEE PRESTIGE,"CHATEAU LA BRAULTERIE DE PEYRAUD, CUVEE PRESTIGE, BLAYE COTES-DE-BORDEAUX, ROUGE",ND,ND,SARL CHATEAU BRAULTERIE MORISSET,ROUGE,ND,ND,ND,1156A0
VIN,VIN TRANQUILLE,ND,FRANCE,BORDEAUX,ND,AOC,BLAYE COTES-DE-BORDEAUX,CHATEAU,LA BRAULTERIE DE PEYRAUD,ND,"CHATEAU LA BRAULTERIE DE PEYRAUD, BLAYE COTES-DE-BORDEAUX, ROUGE",ND,ND,SARL CHATEAU BRAULTERIE MORISSET,ROUGE,ND,ND,ND,1157A0
VIN,VIN TRANQUILLE,ND,FRANCE,BORDEAUX,ND,AOC,BLAYE COTES-DE-BORDEAUX,CHATEAU,LA BRAULTERIE,ND,"CHATEAU LA BRAULTERIE, BLAYE COTES-DE-BORDEAUX, BLANC",ND,ND,SARL CHATEAU BRAULTERIE MORISSET,BLANC,ND,ND,ND,1158A0
VIN,VIN TRANQUILLE,ND,FRANCE,BORDEAUX,ND,AOC,BORDEAUX,CHATEAU,LA BRAULTERIE,ND,"CHATEAU LA BRAULTERIE, BORDEAUX, ROSE",ND,ND,SARL CHATEAU BRAULTERIE MORISSET,ROSE,ND,ND,ND,1159A0
VIN,VIN TRANQUILLE,ND,FRANCE,BORDEAUX,ND,AOC,COTES-DE-BOURG,DOMAINE,LES CAILLOUX DES BLAIS,ND,"DOMAINE LES CAILLOUX DES BLAIS, COTES-DE-BOURG, ROUGE",ND,ND,SARL CHATEAU BRAULTERIE MORISSET,ROUGE,ND,ND,ND,1160A0
VIN,VIN TRANQUILLE,ND,FRANCE,BORDEAUX,ND,AOC,BLAYE COTES-DE-BORDEAUX,CHATEAU,MORISSET,ND,"CHATEAU MORISSET, BLAYE COTES-DE-BORDEAUX, ROUGE",ND,ND,SARL CHATEAU BRAULTERIE MORISSET,ROUGE,ND,ND,ND,1161A0
VIN,VIN TRANQUILLE,ND,FRANCE,BORDEAUX,ND,AOC,MOULIS-EN-MEDOC,CHATEAU,BRILLETTE,ND,"CHATEAU BRILLETTE, MOULIS-EN-MEDOC, ROUGE - CRU BOURGEOIS SUPERIEUR",CRU BOURGEOIS SUPERIEUR,CRUS BOURGEOIS DU MEDOC,SARL CHATEAU BRILLETTE,ROUGE,1932,2007,ND,1162A2
VIN,VIN TRANQUILLE,ND,FRANCE,BORDEAUX,ND,AOC,MOULIS-EN-MEDOC,CHATEAU,BRILLETTE,ND,"CHATEAU BRILLETTE, MOULIS-EN-MEDOC, ROUGE - CRU BOURGEOIS",CRU BOURGEOIS,CRUS BOURGEOIS DU MEDOC,SARL CHATEAU BRILLETTE,ROUGE,2008,2016,ND,1162A1
VIN,VIN TRANQUILLE,ND,FRANCE,BORDEAUX,ND,AOC,MOULIS-EN-MEDOC,CHATEAU,BRILLETTE,ND,"CHATEAU BRILLETTE, MOULIS-EN-MEDOC, ROUGE",ND,ND,SARL CHATEAU BRILLETTE,ROUGE,ND,ND,1932-2016,1162A0
VIN,VIN TRANQUILLE,ND,FRANCE,BORDEAUX,ND,AOC,MOULIS-EN-MEDOC,CHATEAU,BERTHAULT BRILLETTE,ND,"CHATEAU BERTHAULT BRILLETTE, MOULIS-EN-MEDOC, ROUGE",ND,ND,SARL CHATEAU BRILLETTE,ROUGE,ND,ND,ND,1163A0
VIN,VIN TRANQUILLE,ND,FRANCE,BORDEAUX,ND,AOC,MOULIS-EN-MEDOC,ND,BRIN DE BRILLETTE,ND,"BRIN DE BRILLETTE, MOULIS-EN-MEDOC, ROUGE",ND,ND,SARL CHATEAU BRILLETTE,ROUGE,ND,ND,ND,1164A0
VIN,VIN TRANQUILLE,ND,FRANCE,BORDEAUX,ND,AOC,MOULIS-EN-MEDOC,ND,HAUT BRILLETTE,ND,"HAUT BRILLETTE, MOULIS-EN-MEDOC, ROUGE",ND,ND,SARL CHATEAU BRILLETTE,ROUGE,ND,ND,ND,1165A0
VIN,VIN TRANQUILLE,ND,FRANCE,BORDEAUX,ND,AOC,MOULIS-EN-MEDOC,ND,OSCAR DE BRILLETTE,ND,"OSCAR DE BRILLETTE, MOULIS-EN-MEDOC, ROUGE",ND,ND,SARL CHATEAU BRILLETTE,ROUGE,ND,ND,ND,1166A0
VIN,VIN TRANQUILLE,ND,FRANCE,BORDEAUX,ND,AOC,CADILLAC COTES DE BORDEAUX,ND,BLANC DE CARSIN,ND,"BLANC DE CARSIN, CADILLAC COTES DE BORDEAUX, BLANC",ND,ND,SARL CHATEAU CARSIN,BLANC,ND,ND,ND,1167A0
VIN,VIN TRANQUILLE,ND,FRANCE,BORDEAUX,ND,AOC,CADILLAC COTES DE BORDEAUX,ND,ROSE DE CARSIN,ND,"ROSE DE CARSIN, CADILLAC COTES DE BORDEAUX, ROSE",ND,ND,SARL CHATEAU CARSIN,ROSE,ND,ND,ND,1168A0
VIN,VIN TRANQUILLE,ND,FRANCE,BORDEAUX,ND,AOC,CADILLAC COTES DE BORDEAUX,ND,ROUGE DE CARSIN,ND,"ROUGE DE CARSIN, CADILLAC COTES DE BORDEAUX, ROUGE",ND,ND,SARL CHATEAU CARSIN,ROUGE,ND,ND,ND,1169A0
VIN,VIN TRANQUILLE,ND,FRANCE,BORDEAUX,ND,AOC,CADILLAC COTES DE BORDEAUX,DOMAINE,DE L'ESCLADE,ND,"DOMAINE DE L'ESCLADE, CADILLAC COTES DE BORDEAUX, BLANC",ND,ND,SARL CHATEAU CARSIN,BLANC,ND,ND,ND,1170A0
VIN,VIN TRANQUILLE,ND,FRANCE,BORDEAUX,ND,AOC,CADILLAC COTES DE BORDEAUX,CHATEAU,BELLEVUE,ND,"CHATEAU BELLEVUE, CADILLAC COTES DE BORDEAUX, BLANC",ND,ND,SARL CHATEAU CHERI,BLANC,ND,ND,ND,1171A0
VIN,VIN TRANQUILLE,ND,FRANCE,BORDEAUX,ND,AOC,CADILLAC COTES DE BORDEAUX,DOMAINE,DE BELLEVUE,ND,"DOMAINE DE BELLEVUE, CADILLAC COTES DE BORDEAUX, BLANC",ND,ND,SARL CHATEAU CHERI,BLANC,ND,ND,ND,1172A0
VIN,VIN TRANQUILLE,ND,FRANCE,BORDEAUX,ND,AOC,SAINT-EMILION GRAND CRU,CHATEAU,BOUQUEY,ND,"CHATEAU BOUQUEY, SAINT-EMILION GRAND CRU, ROUGE",ND,ND,SARL CHATEAU CHEVAL NOIR,ROUGE,ND,ND,ND,1173A0
VIN,VIN TRANQUILLE,ND,FRANCE,BORDEAUX,ND,AOC,SAINT-EMILION,CHATEAU,CHEVAL NOIR,ND,"CHATEAU CHEVAL NOIR, SAINT-EMILION, ROUGE",ND,ND,SARL CHATEAU CHEVAL NOIR,ROUGE,ND,ND,ND,1174A0
VIN,VIN TRANQUILLE,ND,FRANCE,BORDEAUX,ND,AOC,SAINT-EMILION GRAND CRU,CHATEAU,LA COURONNE,ND,"CHATEAU LA COURONNE, SAINT-EMILION GRAND CRU, ROUGE",ND,ND,SARL CHATEAU CHEVAL NOIR,ROUGE,ND,ND,ND,1175A0
VIN,VIN TRANQUILLE,ND,FRANCE,BORDEAUX,ND,AOC,BORDEAUX SUPERIEUR,CHATEAU,COURONNEAU,CUVEE PIERRE DE CARTIER,"CHATEAU COURONNEAU, CUVEE PIERRE DE CARTIER, BORDEAUX SUPERIEUR, ROUGE",ND,ND,SARL CHATEAU COURONNEAU,ROUGE,ND,ND,ND,1176A0
VIN,VIN TRANQUILLE,ND,FRANCE,BORDEAUX,ND,AOC,BORDEAUX SUPERIEUR,CHATEAU,COURONNEAU,ND,"CHATEAU COURONNEAU, BORDEAUX SUPERIEUR, ROUGE",ND,ND,SARL CHATEAU COURONNEAU,ROUGE,ND,ND,ND,1177A0
VIN,VIN TRANQUILLE,ND,FRANCE,BORDEAUX,ND,AOC,BORDEAUX,CHATEAU,COURONNEAU,ND,"CHATEAU COURONNEAU, BORDEAUX, BLANC",ND,ND,SARL CHATEAU COURONNEAU,BLANC,ND,ND,ND,1178A0
VIN,VIN TRANQUILLE,ND,FRANCE,BORDEAUX,ND,AOC,BORDEAUX SUPERIEUR,ND,L'ECUYER DE COURONNEAU,ND,"L'ECUYER DE COURONNEAU, BORDEAUX SUPERIEUR, ROUGE",ND,ND,SARL CHATEAU COURONNEAU,ROUGE,ND,ND,ND,1179A0
VIN,VIN TRANQUILLE,ND,FRANCE,BORDEAUX,ND,AOC,SAINTE-FOY COTES DE BORDEAUX,ND,VOLTE FACE,ND,"VOLTE FACE, SAINTE-FOY COTES DE BORDEAUX, ROUGE",ND,ND,SARL CHATEAU COURONNEAU,ROUGE,ND,ND,ND,1180A0
VIN,VIN TRANQUILLE,ND,FRANCE,BORDEAUX,ND,AOC,BORDEAUX ROUGE,ND,LE FOUGUEUX,ND,"LE FOUGUEUX, BORDEAUX ROUGE, ROUGE",ND,ND,SARL CHATEAU COURONNEAU,ROUGE,ND,ND,ND,1181A0
VIN,VIN TRANQUILLE,ND,FRANCE,BORDEAUX,ND,AOC,SAINT-EMILION GRAND CRU,CHATEAU,LA CROIX YOUNAN,ND,"CHATEAU LA CROIX YOUNAN, SAINT-EMILION GRAND CRU, ROUGE",ND,ND,SARL CHATEAU DE LA CROIX FOURNEY,ROUGE,ND,ND,ND,1182A0
VIN,VIN TRANQUILLE,ND,FRANCE,BORDEAUX,ND,AOC,BLAYE COTES-DE-BORDEAUX,CHATEAU,DE LA SALLE,ND,"CHATEAU DE LA SALLE, BLAYE COTES-DE-BORDEAUX, ROUGE",ND,ND,SARL CHATEAU DE LA SALLE,ROUGE,ND,ND,ND,1183A0
VIN,VIN TRANQUILLE,ND,FRANCE,BORDEAUX,ND,AOC,BLAYE COTES-DE-BORDEAUX,CHATEAU,DE LA SALLE,ND,"CHATEAU DE LA SALLE, BLAYE COTES-DE-BORDEAUX, BLANC",ND,ND,SARL CHATEAU DE LA SALLE,BLANC,ND,ND,ND,1184A0
VIN,VIN TRANQUILLE,ND,FRANCE,BORDEAUX,ND,AOC,GRAVES,ND,DE MONBAZAN,GRAVES BLANC SEC,"DE MONBAZAN, GRAVES BLANC SEC, GRAVES, BLANC",ND,ND,SARL CHATEAU DE MONBAZAN,BLANC,ND,ND,ND,1185A0
VIN,VIN TRANQUILLE,ND,FRANCE,BORDEAUX,ND,AOC,GRAVES,ND,DE MONBAZAN,GRAVES SUPERIEURES,"DE MONBAZAN, GRAVES SUPERIEURES, GRAVES, BLANC",ND,ND,SARL CHATEAU DE MONBAZAN,BLANC,ND,ND,ND,1186A0
VIN,VIN TRANQUILLE,ND,FRANCE,BORDEAUX,ND,AOC,GRAVES,CHATEAU,DE MONBAZAN,LES HERITIERS,"CHATEAU DE MONBAZAN, LES HERITIERS, GRAVES, ROUGE",ND,ND,SARL CHATEAU DE MONBAZAN,ROUGE,ND,ND,ND,1187A0
VIN,VIN TRANQUILLE,ND,FRANCE,BORDEAUX,ND,AOC,GRAVES,CHATEAU,DE MONBAZAN,MOULIN-A-VENT,"CHATEAU DE MONBAZAN, MOULIN-A-VENT, GRAVES, ROUGE",ND,ND,SARL CHATEAU DE MONBAZAN,ROUGE,ND,ND,ND,1188A0
VIN,VIN TRANQUILLE,ND,FRANCE,BORDEAUX,ND,AOC,GRAVES,CHATEAU,DE MONBAZAN,ORIGINE,"CHATEAU DE MONBAZAN, ORIGINE, GRAVES, ROUGE",ND,ND,SARL CHATEAU DE MONBAZAN,ROUGE,ND,ND,ND,1189A0
VIN,VIN TRANQUILLE,ND,FRANCE,BORDEAUX,ND,AOC,GRAVES,CHATEAU,TERTRE LANDIRAN,ND,"CHATEAU TERTRE LANDIRAN, GRAVES, ROUGE",ND,ND,SARL CHATEAU DE MONBAZAN,ROUGE,ND,ND,ND,1190A0
VIN,VIN TRANQUILLE,ND,FRANCE,BORDEAUX,ND,AOC,GRAVES,CHATEAU,DE MONBAZAN,ND,"CHATEAU DE MONBAZAN, GRAVES, ROUGE",ND,ND,SARL CHATEAU DE MONBAZAN,ROUGE,ND,ND,ND,1191A0
VIN,VIN TRANQUILLE,ND,FRANCE,BORDEAUX,ND,AOC,BORDEAUX,ND,BORDEAUX ROSE,ND,"BORDEAUX ROSE, BORDEAUX, ROSE",ND,ND,SARL CHATEAU DE MONBAZAN,ROSE,ND,ND,ND,1192A0
VIN,VIN TRANQUILLE,ND,FRANCE,BORDEAUX,ND,AOC,GRAVES,CHATEAU,HAUT BARRY,ND,"CHATEAU HAUT BARRY, GRAVES, ROUGE",ND,ND,SARL CHATEAU DE MONBAZAN,ROUGE,ND,ND,ND,1193A0
VIN,VIN TRANQUILLE,ND,FRANCE,BORDEAUX,ND,AOC,CADILLAC COTES DE BORDEAUX,CHATEAU,DE POTIRON,CUVEE EXCELLENCE,"CHATEAU DE POTIRON, CUVEE EXCELLENCE, CADILLAC COTES DE BORDEAUX, ROUGE",ND,ND,SARL CHATEAU DE POTIRON,ROUGE,ND,ND,ND,1194A0
